,id,year,overall_pick,team,player,nationality,position,age,to_year,amateur_team,games_played,goals,assists,points,plus_minus,penalties_minutes,point_shares
1853,1854,2014,117,Arizona Coyotes,Michael Bunting,CA,LW,18.0,2022.0,Soo Greyhounds (OHL),105.0,34.0,43.0,77.0,26.0,94.0,8.9
1854,1855,2014,118,New York Rangers,Igor Shesterkin,RU,G,18.0,2022.0,MHK Spartak Moskva (Russia Jr.),100.0,0.0,1.0,1.0,0.0,2.0,23.5
1855,1856,2014,119,Tampa Bay Lightning,Ben Thomas,CA,D,18.0,2021.0,Calgary Hitmen (WHL),5.0,0.0,0.0,0.0,1.0,0.0,0.1
1857,1858,2014,121,Buffalo Sabres,Maxwell Willman,US,C,19.0,2022.0,Williston Northampton School (High-MA),41.0,4.0,2.0,6.0,-13.0,16.0,-0.2
1862,1863,2014,126,Vancouver Canucks,Gustav Forsling,SE,D,18.0,2022.0,Linkoping HC Jr. (Sweden Jr.),236.0,23.0,58.0,81.0,50.0,68.0,15.9
1863,1864,2014,127,Carolina Hurricanes,Clark Bishop,CA,C,18.0,2022.0,Cape Breton Screaming Eagles (QMJHL),47.0,1.0,7.0,8.0,-6.0,20.0,0.0
1864,1865,2014,128,Toronto Maple Leafs,Dakota Joshua,US,C,18.0,2022.0,Sioux Falls Stampede (USHL),42.0,4.0,5.0,9.0,3.0,23.0,0.7
1865,1866,2014,129,Winnipeg Jets,Clinston Franklin,US,LW,20.0,2022.0,Sioux Falls Stampede (USHL),4.0,0.0,0.0,0.0,-1.0,2.0,-0.1
1869,1870,2014,133,Arizona Coyotes,Dysin Mayo,CA,D,18.0,2022.0,Edmonton Oil Kings (WHL),67.0,4.0,8.0,12.0,-22.0,27.0,1.5
1870,1871,2014,134,Washington Capitals,Shane Gersich,US,C/LW,18.0,2018.0,USA U-18 Development Team (USDP/USHL),3.0,0.0,1.0,1.0,-1.0,0.0,0.0
1874,1875,2014,138,Philadelphia Flyers,Oskar Lindblom,SE,LW,18.0,2022.0,Brynas IF Jr. (Sweden Jr.),263.0,50.0,47.0,97.0,-21.0,63.0,7.6
1876,1877,2014,140,New York Rangers,Daniel Walcott,CA,D,20.0,2021.0,Blainville-Boisbriand Armada (QMJHL),1.0,0.0,0.0,0.0,-1.0,5.0,-0.1
1880,1881,2014,144,Colorado Avalanche,Anton Lindholm,SE,D,19.0,2020.0,Skelleftea AIK Jr. (Sweden Jr.),66.0,0.0,5.0,5.0,-4.0,16.0,1.0
1881,1882,2014,145,Pittsburgh Penguins,Anthony Angello,US,C,18.0,2022.0,Omaha Lancers (USHL),31.0,3.0,2.0,5.0,3.0,14.0,0.5
1882,1883,2014,146,Boston Bruins,Anders Bjork,US,LW,18.0,2022.0,USA U-18 Development Team (USDP/USHL),211.0,24.0,29.0,53.0,-21.0,42.0,2.9
1885,1886,2014,149,San Jose Sharks,Rourke Chartier,CA,C,18.0,2019.0,Kelowna Rockets (WHL),13.0,1.0,0.0,1.0,-5.0,2.0,-0.2
1897,1898,2014,161,New Jersey Devils,Brandon Baddock,CA,LW,19.0,2022.0,Edmonton Oil Kings (WHL),1.0,0.0,0.0,0.0,0.0,0.0,0.0
1907,1908,2014,171,San Jose Sharks,Kevin Labanc,US,RW,18.0,2022.0,Barrie Colts (OHL),360.0,65.0,118.0,183.0,-44.0,165.0,15.2
1912,1913,2014,176,St. Louis Blues,Samuel Blais,CA,LW,18.0,2022.0,Victoriaville Tigres (QMJHL),133.0,17.0,22.0,39.0,1.0,61.0,3.2
1914,1915,2014,178,Chicago Blackhawks,Dylan Sikura,CA,C,19.0,2022.0,Aurora (OJHL),58.0,3.0,14.0,17.0,5.0,0.0,1.0
1917,1918,2014,181,Buffalo Sabres,Victor Olofsson,SE,RW,19.0,2022.0,MODO Hockey Jr. (Sweden Jr.),188.0,55.0,72.0,127.0,-39.0,20.0,12.2
1924,1925,2014,188,Toronto Maple Leafs,Pierre Engvall,SE,LW,18.0,2022.0,Frolunda HC Jr. (Sweden Jr.),168.0,30.0,32.0,62.0,19.0,52.0,5.8
1941,1942,2014,205,Anaheim Ducks,Ondrej Kase,CZ,RW,18.0,2022.0,Pirati Chomutov (Czech),257.0,57.0,67.0,124.0,14.0,62.0,13.0
1943,1944,2014,207,Montreal Canadiens,Jake Evans,CA,C/RW,18.0,2022.0,St. Michael's (OJHL),132.0,18.0,27.0,45.0,-2.0,51.0,3.3
1946,1947,2014,210,Los Angeles Kings,Jacob Middleton,CA,D,18.0,2022.0,Ottawa 67's (OHL),80.0,4.0,13.0,17.0,5.0,95.0,3.9
1947,1948,2013,1,Colorado Avalanche,Nathan MacKinnon,CA,C,18.0,2022.0,Halifax Mooseheads (QMJHL),638.0,242.0,406.0,648.0,83.0,276.0,74.2
1948,1949,2013,2,Florida Panthers,Aleksander Barkov,FI,C,18.0,2022.0,Tappara (Finland),596.0,220.0,333.0,553.0,80.0,116.0,62.8
1949,1950,2013,3,Tampa Bay Lightning,Jonathan Drouin,CA,LW,18.0,2022.0,Halifax Mooseheads (QMJHL),427.0,75.0,177.0,252.0,-68.0,167.0,20.3
1950,1951,2013,4,Nashville Predators,Seth Jones,US,D,18.0,2022.0,Portland Winterhawks (WHL),658.0,70.0,267.0,337.0,-62.0,222.0,53.4
1951,1952,2013,5,Carolina Hurricanes,Elias Lindholm,SE,C,18.0,2022.0,Brynas IF (Sweden),663.0,181.0,268.0,449.0,23.0,162.0,46.6
1952,1953,2013,6,Calgary Flames,Sean Monahan,CA,C,18.0,2022.0,Ottawa 67's (OHL),656.0,212.0,250.0,462.0,-46.0,153.0,49.5
1953,1954,2013,7,Edmonton Oilers,Darnell Nurse,CA,D,18.0,2022.0,Soo Greyhounds (OHL),477.0,54.0,138.0,192.0,38.0,406.0,37.4
1954,1955,2013,8,Buffalo Sabres,Rasmus Ristolainen,FI,D,18.0,2022.0,TPS (Finland),608.0,48.0,213.0,261.0,-172.0,329.0,37.9
1955,1956,2013,9,Vancouver Canucks,Bo Horvat,CA,C,18.0,2022.0,London Knights (OHL),572.0,170.0,196.0,366.0,-68.0,188.0,37.0
1956,1957,2013,10,Dallas Stars,Valeri Nichushkin,RU,RW,18.0,2022.0,Traktor Chelyabinsk (Russia),405.0,71.0,103.0,174.0,69.0,54.0,17.5
1957,1958,2013,11,Philadelphia Flyers,Samuel Morin,CA,D,18.0,2021.0,Rimouski Oceanic (QMJHL),29.0,1.0,0.0,1.0,-10.0,45.0,-0.3
1958,1959,2013,12,Phoenix Coyotes,Max Domi,CA,C/LW,18.0,2022.0,London Knights (OHL),501.0,101.0,213.0,314.0,-4.0,430.0,29.8
1959,1960,2013,13,Winnipeg Jets,Josh Morrissey,CA,D,18.0,2022.0,Prince Albert Raiders (WHL),423.0,40.0,126.0,166.0,27.0,214.0,29.0
1960,1961,2013,14,Columbus Blue Jackets,Alexander Wennberg,SE,C,18.0,2022.0,Djurgardens IF (Sweden-2),551.0,68.0,199.0,267.0,-15.0,121.0,19.4
1961,1962,2013,15,New York Islanders,Ryan Pulock,CA,D,18.0,2022.0,Brandon Wheat Kings (WHL),346.0,38.0,108.0,146.0,42.0,65.0,29.7
1962,1963,2013,16,Buffalo Sabres,Nikita Zadorov,RU,D,18.0,2022.0,London Knights (OHL),485.0,27.0,78.0,105.0,2.0,496.0,21.3
1963,1964,2013,17,Ottawa Senators,Curtis Lazar,CA,C/RW,18.0,2022.0,Edmonton Oil Kings (WHL),404.0,35.0,55.0,90.0,-28.0,90.0,4.1
1964,1965,2013,18,San Jose Sharks,Mirco Mueller,CH,D,18.0,2020.0,Everett Silvertips (WHL),185.0,5.0,23.0,28.0,-25.0,61.0,4.9
1965,1966,2013,19,Columbus Blue Jackets,Kerby Rychel,US,LW,18.0,2019.0,Windsor Spitfires (OHL),43.0,3.0,11.0,14.0,5.0,19.0,1.4
1966,1967,2013,20,Detroit Red Wings,Anthony Mantha,CA,RW,18.0,2022.0,Val-d'Or Foreurs (QMJHL),353.0,108.0,117.0,225.0,-22.0,210.0,24.1
1967,1968,2013,21,Toronto Maple Leafs,Frederik Gauthier,CA,C,18.0,2022.0,Rimouski Oceanic (QMJHL),178.0,13.0,18.0,31.0,-9.0,47.0,1.1
1968,1969,2013,22,Calgary Flames,Emile Poirier,CA,LW,18.0,2016.0,Gatineau Olympiques (QMJHL),8.0,0.0,1.0,1.0,0.0,2.0,0.0
1969,1970,2013,23,Washington Capitals,Andre Burakovsky,AT,LW,18.0,2022.0,Malmo (Sweden-2),519.0,123.0,172.0,295.0,61.0,127.0,32.6
1970,1971,2013,24,Vancouver Canucks,Hunter Shinkaruk,CA,C/LW,18.0,2017.0,Medicine Hat Tigers (WHL),15.0,2.0,2.0,4.0,-7.0,4.0,0.0
1971,1972,2013,25,Montreal Canadiens,Michael McCarron,US,RW,18.0,2022.0,USA U-18 Development Team (USDP/USHL),126.0,9.0,13.0,22.0,-4.0,196.0,0.7
1972,1973,2013,26,Anaheim Ducks,Shea Theodore,CA,D,18.0,2022.0,Seattle Thunderbirds (WHL),395.0,58.0,165.0,223.0,48.0,127.0,39.4
1973,1974,2013,27,Columbus Blue Jackets,Marko Daňo,AT,C,18.0,2020.0,HC Slovan Bratislava (KHL),141.0,19.0,26.0,45.0,1.0,49.0,4.5
1974,1975,2013,28,Calgary Flames,Morgan Klimchuk,CA,LW,18.0,2018.0,Regina Pats (WHL),1.0,0.0,0.0,0.0,0.0,0.0,0.0
1975,1976,2013,29,Dallas Stars,Jason Dickinson,CA,C,18.0,2022.0,Guelph Storm (OHL),283.0,30.0,44.0,74.0,9.0,83.0,5.1
1976,1977,2013,30,Chicago Blackhawks,Ryan Hartman,US,RW,18.0,2022.0,Plymouth Whalers (OHL),447.0,92.0,104.0,196.0,48.0,415.0,19.6
1977,1978,2013,31,Florida Panthers,Ian McCoshen,US,D,18.0,2019.0,Waterloo Black Hawks (USHL),60.0,4.0,3.0,7.0,-12.0,33.0,1.0
1978,1979,2013,32,Colorado Avalanche,Chris Bigras,CA,D,18.0,2018.0,Owen Sound Attack (OHL),46.0,1.0,3.0,4.0,-4.0,18.0,0.8
1979,1980,2013,33,Tampa Bay Lightning,Adam Erne,US,LW,18.0,2022.0,Quebec Remparts (QMJHL),294.0,32.0,39.0,71.0,-47.0,150.0,2.9
1980,1981,2013,34,Montreal Canadiens,Jacob de La Rose,SE,LW,18.0,2021.0,Leksands IF (Sweden-2),242.0,13.0,25.0,38.0,-29.0,84.0,-0.4
1981,1982,2013,35,Buffalo Sabres,J.T. Compher,US,LW,18.0,2022.0,USA U-18 Development Team (USDP/USHL),341.0,71.0,71.0,142.0,-12.0,117.0,11.4
1983,1984,2013,37,Los Angeles Kings,Valentin Zykov,RU,LW,18.0,2020.0,Baie-Comeau Drakkar (QMJHL),55.0,7.0,10.0,17.0,-2.0,10.0,1.4
1985,1986,2013,39,Phoenix Coyotes,Laurent Dauphin,CA,C,18.0,2022.0,Chicoutimi Sagueneens (QMJHL),73.0,7.0,9.0,16.0,-14.0,43.0,0.4
1986,1987,2013,40,Dallas Stars,Remi Elie,CA,LW,18.0,2022.0,London Knights (OHL),107.0,7.0,15.0,22.0,5.0,28.0,1.4
1987,1988,2013,41,Philadelphia Flyers,Robert Hagg,SE,D,18.0,2022.0,MODO Hockey Jr. (Sweden Jr.),300.0,14.0,42.0,56.0,4.0,178.0,11.3
1988,1989,2013,42,New Jersey Devils,Steven Santini,US,D,18.0,2021.0,USA U-18 Development Team (USDP/USHL),119.0,5.0,17.0,22.0,-8.0,55.0,4.7
1989,1990,2013,43,Winnipeg Jets,Nic Petan,CA,C,18.0,2022.0,Portland Winterhawks (WHL),154.0,6.0,24.0,30.0,-24.0,42.0,0.0
1990,1991,2013,44,Pittsburgh Penguins,Tristan Jarry,CA,G,18.0,2022.0,Edmonton Oil Kings (WHL),159.0,0.0,8.0,8.0,0.0,18.0,28.6
1991,1992,2013,45,Anaheim Ducks,Nick Sorensen,DK,RW,18.0,2017.0,Quebec Remparts (QMJHL),5.0,0.0,1.0,1.0,-1.0,2.0,0.0
1992,1993,2013,46,Minnesota Wild,Gustav Olofsson,SE,D,18.0,2020.0,Green Bay Gamblers (USHL),59.0,0.0,11.0,11.0,-5.0,18.0,1.3
1996,1997,2013,50,Columbus Blue Jackets,Dillon Heatherington,CA,D,18.0,2022.0,Swift Current Broncos (WHL),20.0,0.0,2.0,2.0,6.0,33.0,1.0
1997,1998,2013,51,Chicago Blackhawks,Carl Dahlstrom,SE,D,18.0,2022.0,Linkoping HC Jr. (Sweden Jr.),67.0,0.0,12.0,12.0,5.0,14.0,2.2
1998,1999,2013,52,Buffalo Sabres,Justin Bailey,US,RW,18.0,2022.0,Kitchener Rangers (OHL),82.0,5.0,4.0,9.0,-11.0,18.0,-0.1
1999,2000,2013,53,Washington Capitals,Madison Bowey,CA,D,18.0,2022.0,Kelowna Rockets (WHL),158.0,5.0,35.0,40.0,-22.0,104.0,5.3
2001,2002,2013,55,Montreal Canadiens,Artturi Lehkonen,FI,LW,18.0,2022.0,KalPa (Finland),412.0,80.0,78.0,158.0,-1.0,112.0,14.1
2003,2004,2013,57,St. Louis Blues,William Carrier,CA,LW,18.0,2022.0,Cape Breton Screaming Eagles (QMJHL),318.0,36.0,38.0,74.0,-1.0,158.0,5.7
2004,2005,2013,58,Detroit Red Wings,Tyler Bertuzzi,CA,LW,18.0,2022.0,Guelph Storm (OHL),276.0,84.0,104.0,188.0,-31.0,166.0,18.5
2005,2006,2013,59,Winnipeg Jets,Eric Comrie,CA,G,18.0,2022.0,Tri-City Americans (WHL),28.0,0.0,1.0,1.0,0.0,0.0,4.1
2007,2008,2013,61,Washington Capitals,Zachary Sanford,US,LW,18.0,2022.0,Islanders Hockey Club (EJHL),289.0,47.0,48.0,95.0,-5.0,134.0,8.0
2009,2010,2013,63,Colorado Avalanche,Spencer Martin,CA,G,18.0,2022.0,Mississauga Steelheads (OHL),9.0,0.0,0.0,0.0,0.0,0.0,2.1
2012,2013,2013,66,Carolina Hurricanes,Brett Pesce,US,D,18.0,2022.0,New Hampshire (H-East),475.0,31.0,124.0,155.0,71.0,164.0,36.0
2015,2016,2013,69,Buffalo Sabres,Nicholas Baptiste,CA,RW,18.0,2018.0,Sudbury Wolves (OHL),47.0,7.0,3.0,10.0,-3.0,20.0,1.1
2018,2019,2013,72,Philadelphia Flyers,Tyrell Goulbourne,CA,LW,19.0,2019.0,Kelowna Rockets (WHL),11.0,0.0,0.0,0.0,-2.0,2.0,-0.2
2020,2021,2013,74,Chicago Blackhawks,John Hayden,US,C,18.0,2022.0,USA U-18 Development Team (USDP/USHL),240.0,15.0,20.0,35.0,-31.0,283.0,0.0
2021,2022,2013,75,New York Rangers,Pavel Buchnevich,RU,LW,18.0,2022.0,Almaz Cherepovets (Russia Jr.),374.0,109.0,162.0,271.0,36.0,146.0,28.8
2023,2024,2013,77,Pittsburgh Penguins,Jake Guentzel,US,C,18.0,2022.0,Sioux City Musketeers (USHL),375.0,161.0,180.0,341.0,42.0,164.0,39.6
2024,2025,2013,78,Ottawa Senators,Marcus Hogberg,SE,G,18.0,2021.0,Linkoping HC Jr. (Sweden Jr.),42.0,0.0,0.0,0.0,0.0,0.0,4.8
2025,2026,2013,79,Detroit Red Wings,Mattias Janmark,SE,C,20.0,2022.0,AIK (Sweden),420.0,66.0,92.0,158.0,-19.0,107.0,12.4
2026,2027,2013,80,New York Rangers,Anthony Duclair,CA,LW,18.0,2022.0,Quebec Remparts (QMJHL),470.0,120.0,132.0,252.0,43.0,163.0,28.5
2027,2028,2013,81,Minnesota Wild,Kurtis Gabriel,CA,RW,20.0,2022.0,Owen Sound Attack (OHL),51.0,2.0,3.0,5.0,2.0,153.0,0.3
2028,2029,2013,82,Toronto Maple Leafs,Carter Verhaeghe,CA,C,18.0,2022.0,Niagara IceDogs (OHL),173.0,51.0,53.0,104.0,39.0,87.0,11.9
2029,2030,2013,83,Edmonton Oilers,Bogdan Yakimov,RU,C,18.0,2015.0,Reaktor Nizhnekamsk (Russia Jr.),1.0,0.0,0.0,0.0,-1.0,0.0,-0.1
2032,2033,2013,86,Montreal Canadiens,Sven Andrighetto,CH,RW,20.0,2019.0,Rouyn-Noranda Huskies (QMJHL),216.0,31.0,52.0,83.0,-3.0,42.0,7.5
2034,2035,2013,88,Edmonton Oilers,Anton Slepyshev,RU,LW,19.0,2018.0,Salavat Yulaev Ufa (Russia),102.0,10.0,13.0,23.0,-4.0,14.0,1.4
2035,2036,2013,89,Columbus Blue Jackets,Oliver Bjorkstrand,DK,RW,18.0,2022.0,Portland Winterhawks (WHL),382.0,111.0,123.0,234.0,-20.0,74.0,24.7
2036,2037,2013,90,Boston Bruins,Peter Cehlarik,SK,LW,18.0,2020.0,Lulea HF Jr. (Sweden Jr.),40.0,5.0,6.0,11.0,4.0,10.0,1.0
2037,2038,2013,91,Winnipeg Jets,J.C. Lipon,CA,RW,20.0,2016.0,Kamloops Blazers (WHL),9.0,0.0,1.0,1.0,0.0,5.0,0.0
2039,2040,2013,93,Colorado Avalanche,Mason Geertsen,CA,D,18.0,2022.0,Vancouver Giants (WHL),25.0,0.0,0.0,0.0,-6.0,77.0,-0.3
2045,2046,2013,99,Nashville Predators,Juuse Saros,FI,G,18.0,2022.0,HPK Jr. (Finland Jr.),222.0,0.0,4.0,4.0,0.0,2.0,44.8
2046,2047,2013,100,New Jersey Devils,Miles Wood,US,LW,18.0,2022.0,Noble & Greenough School (High-MA),326.0,65.0,56.0,121.0,-64.0,351.0,10.3
2047,2048,2013,101,Dallas Stars,Nicholas Paul,CA,LW,18.0,2022.0,Brampton Battalion (OHL),248.0,34.0,46.0,80.0,-28.0,92.0,4.7
2048,2049,2013,102,Ottawa Senators,Tobias Lindberg,SE,RW,18.0,2016.0,Djurgardens IF Jr. (Sweden Jr.),6.0,0.0,2.0,2.0,0.0,4.0,0.1
2049,2050,2013,103,Los Angeles Kings,Justin Auger,CA,RW,19.0,2018.0,Guelph Storm (OHL),2.0,0.0,0.0,0.0,-1.0,0.0,-0.1
2050,2051,2013,104,Winnipeg Jets,Andrew Copp,US,C,19.0,2022.0,Michigan (CCHA),483.0,82.0,120.0,202.0,69.0,90.0,19.7
2054,2055,2013,108,Ottawa Senators,Ben Harpur,CA,D,18.0,2022.0,Guelph Storm (OHL),156.0,1.0,14.0,15.0,-42.0,123.0,0.8
2056,2057,2013,110,New York Rangers,Ryan Graves,CA,D,18.0,2022.0,Prince Edward Island Rocket (QMJHL),224.0,20.0,54.0,74.0,50.0,126.0,16.2
2064,2065,2013,118,Los Angeles Kings,Hudson Fasching,US,RW,18.0,2022.0,USA U-18 Development Team (USDP/USHL),38.0,1.0,2.0,3.0,-6.0,8.0,-0.3
2067,2068,2013,121,Chicago Blackhawks,Tyler Motte,US,C,18.0,2022.0,USA U-18 Development Team (USDP/USHL),269.0,35.0,27.0,62.0,-22.0,76.0,3.5
2069,2070,2013,123,Colorado Avalanche,Will Butcher,US,D,18.0,2022.0,USA U-18 Development Team (USDP/USHL),275.0,16.0,98.0,114.0,-37.0,34.0,16.1
2070,2071,2013,124,Tampa Bay Lightning,Kristers Gudlevskis,LV,G,21.0,2017.0,HK Riga (Russia Jr.),3.0,0.0,0.0,0.0,0.0,0.0,0.8
2071,2072,2013,125,Nashville Predators,Saku Maenalanen,FI,RW,19.0,2019.0,Karpat Jr. (Finland Jr.),34.0,4.0,4.0,8.0,0.0,20.0,0.7
2073,2074,2013,127,Winnipeg Jets,Tucker Poolman,US,D,20.0,2022.0,Omaha Lancers (USHL),160.0,6.0,16.0,22.0,1.0,38.0,5.3
2075,2076,2013,129,Buffalo Sabres,Calvin Petersen,US,G,18.0,2022.0,Waterloo Black Hawks (USHL),91.0,0.0,1.0,1.0,0.0,2.0,15.5
2079,2080,2013,133,Phoenix Coyotes,Connor Clifton,US,D,18.0,2022.0,USA U-18 Development Team (USDP/USHL),154.0,5.0,15.0,20.0,17.0,97.0,6.6
2080,2081,2013,134,Chicago Blackhawks,Luke Johnson,US,C,18.0,2021.0,Lincoln Stars (USHL),32.0,1.0,1.0,2.0,-16.0,13.0,-1.0
2083,2084,2013,137,Minnesota Wild,Carson Soucy,CA,D,19.0,2022.0,Spruce Grove (AJHL),172.0,18.0,34.0,52.0,43.0,118.0,12.5
2094,2095,2013,148,Los Angeles Kings,Jonny Brodzinski,US,C,20.0,2022.0,St. Cloud State (WCHA),84.0,8.0,7.0,15.0,7.0,24.0,1.3
2098,2099,2013,152,Florida Panthers,Joshua Brown,CA,D,19.0,2022.0,Oshawa Generals (OHL),171.0,4.0,13.0,17.0,-10.0,134.0,3.4
2105,2106,2013,159,Buffalo Sabres,Sean Malone,US,C,18.0,2021.0,USA U-18 Development Team (USDP/USHL),2.0,0.0,1.0,1.0,-1.0,2.0,0.0
2112,2113,2013,166,New York Islanders,Alan Quine,CA,C,20.0,2020.0,Belleville Bulls (OHL),106.0,10.0,18.0,28.0,-5.0,22.0,1.6
2116,2117,2013,170,New York Rangers,Mackenzie Skapski,CA,G,19.0,2015.0,Kootenay Ice (WHL),2.0,0.0,0.0,0.0,0.0,0.0,0.6
2118,2119,2013,172,Toronto Maple Leafs,Antoine Bibeau,CA,G,19.0,2020.0,Prince Edward Island Rocket (QMJHL),4.0,0.0,0.0,0.0,0.0,0.0,0.5
2120,2121,2013,174,Washington Capitals,Brian Pinho,US,C,18.0,2021.0,St. John's Prep (High-MA),2.0,0.0,0.0,0.0,-2.0,0.0,-0.1
2126,2127,2013,180,Boston Bruins,Anton Blidh,SE,LW,18.0,2022.0,Frolunda HC Jr. (Sweden Jr.),70.0,4.0,8.0,12.0,-11.0,37.0,0.1
2132,2133,2013,186,Tampa Bay Lightning,Joel Vermin,CH,RW,21.0,2017.0,SC Bern (Swiss),24.0,0.0,4.0,4.0,3.0,4.0,0.2
2137,2138,2013,191,Los Angeles Kings,Dominik Kubalik,CZ,LW,18.0,2022.0,Sudbury Wolves (OHL),202.0,62.0,54.0,116.0,-17.0,50.0,12.6
2142,2143,2013,196,New York Islanders,Kyle Burroughs,CA,D,18.0,2022.0,Regina Pats (WHL),47.0,1.0,5.0,6.0,-2.0,44.0,1.1
2144,2145,2013,198,Calgary Flames,John Gilmour,CA,D,20.0,2020.0,Providence (H-East),37.0,2.0,3.0,5.0,-16.0,18.0,0.1
2148,2149,2013,202,Toronto Maple Leafs,Andreas Johnson,SE,LW,18.0,2022.0,Frolunda HC Jr. (Sweden Jr.),246.0,48.0,65.0,113.0,15.0,88.0,10.4
2150,2151,2013,204,Washington Capitals,Tyler Lewington,CA,D,18.0,2022.0,Medicine Hat Tigers (WHL),12.0,1.0,2.0,3.0,4.0,40.0,0.8
2152,2153,2013,206,Florida Panthers,MacKenzie Weegar,CA,D,19.0,2022.0,Halifax Mooseheads (QMJHL),306.0,27.0,94.0,121.0,77.0,259.0,23.5
2158,2159,2012,1,Edmonton Oilers,Nail Yakupov,RU,RW,18.0,2018.0,Sarnia Sting (OHL),350.0,62.0,74.0,136.0,-89.0,142.0,10.7
2159,2160,2012,2,Columbus Blue Jackets,Ryan Murray,CA,D,18.0,2022.0,Everett Silvertips (WHL),432.0,15.0,113.0,128.0,13.0,114.0,23.4
2160,2161,2012,3,Montreal Canadiens,Alex Galchenyuk,US,C,18.0,2022.0,Sarnia Sting (OHL),643.0,146.0,208.0,354.0,-77.0,253.0,35.8
2161,2162,2012,4,New York Islanders,Griffin Reinhart,CA,D,18.0,2016.0,Edmonton Oil Kings (WHL),37.0,0.0,2.0,2.0,-5.0,26.0,0.4
2162,2163,2012,5,Toronto Maple Leafs,Morgan Rielly,CA,D,18.0,2022.0,Moose Jaw Warriors (WHL),654.0,69.0,304.0,373.0,-13.0,181.0,53.1
2163,2164,2012,6,Anaheim Ducks,Hampus Lindholm,SE,D,18.0,2022.0,Rogle BK Jr. (Sweden Jr.),591.0,57.0,169.0,226.0,84.0,318.0,49.9
2164,2165,2012,7,Minnesota Wild,Mathew Dumba,CA,D,18.0,2022.0,Red Deer Rebels (WHL),519.0,75.0,147.0,222.0,37.0,318.0,41.9
2165,2166,2012,8,Pittsburgh Penguins,Derrick Pouliot,CA,D,18.0,2022.0,Portland Winterhawks (WHL),213.0,8.0,44.0,52.0,-29.0,85.0,7.6
2166,2167,2012,9,Winnipeg Jets,Jacob Trouba,US,D,18.0,2022.0,USA U-18 Development Team (USDP/USHL),597.0,62.0,195.0,257.0,53.0,468.0,46.8
2167,2168,2012,10,Tampa Bay Lightning,Slater Koekkoek,CA,D,18.0,2022.0,Peterborough Petes (OHL),186.0,8.0,26.0,34.0,1.0,104.0,5.9
2168,2169,2012,11,Washington Capitals,Filip Forsberg,SE,C,18.0,2022.0,Leksands IF (Sweden-2),566.0,220.0,249.0,469.0,30.0,238.0,56.6
2169,2170,2012,12,Buffalo Sabres,Mikhail Grigorenko,RU,C,18.0,2021.0,Quebec Remparts (QMJHL),249.0,26.0,50.0,76.0,-28.0,36.0,5.0
2170,2171,2012,13,Dallas Stars,Radek Faksa,CZ,C,18.0,2022.0,Kitchener Rangers (OHL),483.0,71.0,90.0,161.0,-20.0,297.0,11.7
2171,2172,2012,14,Buffalo Sabres,Zemgus Girgensons,LV,C,18.0,2022.0,Dubuque Fighting Saints (USHL),545.0,71.0,85.0,156.0,-60.0,157.0,10.3
2172,2173,2012,15,Ottawa Senators,Cody Ceci,CA,D,18.0,2022.0,Ottawa 67's (OHL),627.0,42.0,129.0,171.0,-27.0,132.0,29.1
2173,2174,2012,16,Washington Capitals,Tom Wilson,CA,RW,18.0,2022.0,Plymouth Whalers (OHL),647.0,115.0,158.0,273.0,44.0,1221.0,25.2
2174,2175,2012,17,San Jose Sharks,Tomas Hertl,CZ,C,18.0,2022.0,HC Slavia Praha (Czech),585.0,181.0,206.0,387.0,-9.0,192.0,42.4
2175,2176,2012,18,Chicago Blackhawks,Teuvo Teravainen,FI,LW,18.0,2022.0,Jokerit (Finland),526.0,118.0,251.0,369.0,81.0,100.0,38.9
2176,2177,2012,19,Tampa Bay Lightning,Andrey Vasilevskiy,RU,G,18.0,2022.0,Tolpar Ufa (Russia Jr.),365.0,0.0,16.0,16.0,0.0,32.0,73.0
2177,2178,2012,20,Philadelphia Flyers,Scott Laughton,CA,C,18.0,2022.0,Oshawa Generals (OHL),441.0,64.0,92.0,156.0,-7.0,246.0,12.1
2178,2179,2012,21,Calgary Flames,Mark Jankowski,CA,C,18.0,2022.0,Stanstead (High-QC),272.0,42.0,38.0,80.0,-7.0,69.0,6.3
2179,2180,2012,22,Pittsburgh Penguins,Olli Maatta,FI,D,18.0,2022.0,London Knights (OHL),534.0,30.0,106.0,136.0,70.0,134.0,31.1
2180,2181,2012,23,Florida Panthers,Michael Matheson,CA,D,18.0,2022.0,Dubuque Fighting Saints (USHL),417.0,49.0,89.0,138.0,-9.0,218.0,25.2
2181,2182,2012,24,Boston Bruins,Malcolm Subban,CA,G,18.0,2022.0,Belleville Bulls (OHL),86.0,0.0,0.0,0.0,0.0,6.0,10.4
2182,2183,2012,25,St. Louis Blues,Jordan Schmaltz,US,D,18.0,2019.0,Green Bay Gamblers (USHL),42.0,0.0,5.0,5.0,-7.0,12.0,0.5
2183,2184,2012,26,Vancouver Canucks,Brendan Gaunce,CA,C,18.0,2022.0,Belleville Bulls (OHL),148.0,11.0,12.0,23.0,-5.0,59.0,0.8
2184,2185,2012,27,Phoenix Coyotes,Henrik Samuelsson,US,C/RW,18.0,2015.0,Edmonton Oil Kings (WHL),3.0,0.0,0.0,0.0,-2.0,2.0,-0.1
2185,2186,2012,28,New York Rangers,Brady Skjei,US,D,18.0,2022.0,USA U-18 Development Team (USDP/USHL),448.0,37.0,125.0,162.0,-1.0,252.0,27.9
